YHZWN,FT934-3952,robust,british
YHZWN,FT934-3952,robust,channel
YHZWN,FT934-3952,robust,eurostar
YHZWN,FT934-3952,robust,eurotunnel
YHZWN,FT934-3952,robust,evacu
YHZWN,FT934-3952,robust,rail
YHZWN,FT934-3952,robust,safeti
YHZWN,FT934-3952,robust,test
YHZWN,FT934-3952,robust,train
YHZWN,FT934-3952,robust,tunnel
YHZWN,GX007-93-12310235,gov2,apollo
YHZWN,GX007-93-12310235,gov2,atlanti
YHZWN,AP880623-0294,ap,chrysler
YHZWN,AP880623-0294,ap,cleanup
YHZWN,AP880623-0294,ap,contamin
YHZWN,AP880623-0294,ap,environment
YHZWN,AP880623-0294,ap,epa
YHZWN,AP880623-0294,ap,hazard
YHZWN,AP880623-0294,ap,pennsylvania
YHZWN,AP880623-0294,ap,schuylkil
YHZWN,AP880623-0294,ap,site
SSPNB,FT934-3952,robust,author
SSPNB,FT934-3952,robust,british
SSPNB,FT934-3952,robust,channel
SSPNB,FT934-3952,robust,eurotunnel
SSPNB,FT934-3952,robust,evacu
SSPNB,FT934-3952,robust,passeng
SSPNB,FT934-3952,robust,safeti
SSPNB,FT934-3952,robust,simul
SSPNB,FT934-3952,robust,train
SSPNB,FT934-3952,robust,tunnel
SSPNB,GX007-93-12310235,gov2,-103
SSPNB,GX007-93-12310235,gov2,air
SSPNB,GX007-93-12310235,gov2,apollo
SSPNB,GX007-93-12310235,gov2,atlanti
SSPNB,GX007-93-12310235,gov2,center
SSPNB,GX007-93-12310235,gov2,columbia
SSPNB,GX007-93-12310235,gov2,conduct
SSPNB,GX007-93-12310235,gov2,crawler
SSPNB,GX007-93-12310235,gov2,crew
SSPNB,GX007-93-12310235,gov2,flight
SSPNB,AP880623-0294,ap,cleanup
ZJDLX,AP880917-0104,ap,famin
SSPNB,AP880623-0294,ap,contamin
ZJDLX,AP880721-0095,ap,british
ZJDLX,WTX099-B24-354,wt10g,guest
ZJDLX,WTX099-B24-354,wt10g,hotel
ZJDLX,WTX099-B24-354,wt10g,hound
ZJDLX,WTX099-B24-354,wt10g,hous
ZJDLX,WTX099-B24-354,wt10g,hous
ZJDLX,WTX099-B24-354,wt10g,html
ZJDLX,WTX099-B24-354,wt10g,local
ZJDLX,WTX099-B24-354,wt10g,london
ZJDLX,WTX099-B24-354,wt10g,mail
ZJDLX,WTX099-B24-354,wt10g,main
SSPNB,AP880623-0294,ap,cost
SSPNB,AP880623-0294,ap,environment
SSPNB,AP880623-0294,ap,epa
SSPNB,AP880623-0294,ap,land
SSPNB,AP880623-0294,ap,pennsylvania
SSPNB,AP880623-0294,ap,superfund
SSPNB,AP880623-0294,ap,wast
ZJDLX,FBIS3-39240,robust,interior
ZJDLX,FBIS3-39240,robust,juli
ZJDLX,FBIS3-39240,robust,kanther
ZJDLX,FBIS3-39240,robust,larg
ZJDLX,FBIS3-39240,robust,law
ZJDLX,FBIS3-39240,robust,manfr
ZJDLX,FBIS3-39240,robust,marburg
ZJDLX,FBIS3-39240,robust,measur
ZJDLX,FBIS3-39240,robust,member
ZJDLX,FBIS3-39240,robust,number
TZUGR,FT934-3952,robust,channel
TZUGR,FT934-3952,robust,eurotunnel
TZUGR,FT934-3952,robust,evacu
TZUGR,FT934-3952,robust,fire
TZUGR,FT934-3952,robust,safeti
TZUGR,FT934-3952,robust,servic
TZUGR,FT934-3952,robust,train
TZUGR,FT934-3952,robust,tunnel
TZUGR,GX007-93-12310235,gov2,hubbl
TZUGR,GX007-93-12310235,gov2,shuttl
TZUGR,AP891205-0198,ap,broadcast
TZUGR,AP891205-0198,ap,cellular
TZUGR,AP891205-0198,ap,compani
TZUGR,AP891205-0198,ap,stock
TZUGR,AP880623-0294,ap,cleanup
TZUGR,AP880623-0294,ap,contamin
TZUGR,AP880623-0294,ap,environment
TZUGR,AP880623-0294,ap,epa
TZUGR,AP880623-0294,ap,superfund
HSOAQ,AP880917-0104,ap,africa
HSOAQ,AP880917-0104,ap,famin
HSOAQ,AP880917-0104,ap,fight
HSOAQ,AP880917-0104,ap,kill
HSOAQ,AP880917-0104,ap,mozambiqu
HSOAQ,AP880917-0104,ap,pope
HSOAQ,AP880917-0104,ap,rebel
HSOAQ,AP880917-0104,ap,soldier
HSOAQ,AP880917-0104,ap,zimbabw
HSOAQ,AP880721-0095,ap,australia
HSOAQ,AP880721-0095,ap,ban
HSOAQ,AP880721-0095,ap,bus
HSOAQ,AP880721-0095,ap,cancer
HSOAQ,AP880721-0095,ap,cigarett
HSOAQ,AP880721-0095,ap,exposur
HSOAQ,AP880721-0095,ap,health
HSOAQ,AP880721-0095,ap,lung
HSOAQ,AP880721-0095,ap,smoke
HSOAQ,AP880721-0095,ap,workplac
HSOAQ,WTX099-B24-354,wt10g,guest
HSOAQ,WTX099-B24-354,wt10g,hotel
HSOAQ,WTX099-B24-354,wt10g,hous
HSOAQ,WTX099-B24-354,wt10g,region
HSOAQ,WTX099-B24-354,wt10g,uk
HSOAQ,FBIS3-39240,robust,asylum
HSOAQ,FBIS3-39240,robust,crime
HSOAQ,FBIS3-39240,robust,employ
HSOAQ,FBIS3-39240,robust,germani
HSOAQ,FBIS3-39240,robust,illeg
HSOAQ,FBIS3-39240,robust,immigr
HSOAQ,FBIS3-39240,robust,law
HSOAQ,FBIS3-39240,robust,regul
HSOAQ,FBIS3-39240,robust,smuggl
HSOAQ,FBIS3-39240,robust,traffick
HSOAQ,FBIS3-40185,robust,china
HSOAQ,FBIS3-40185,robust,compani
HSOAQ,FBIS3-40185,robust,granul
HSOAQ,FBIS3-40185,robust,manufactur
HSOAQ,FBIS3-40185,robust,output
HSOAQ,FBIS3-40185,robust,price
HSOAQ,FBIS3-40185,robust,product
HSOAQ,FBIS3-40185,robust,sugar
HSOAQ,FBIS3-40185,robust,sugarcan
HSOAQ,FBIS3-40185,robust,yuan
HSOAQ,AP890424-0284,ap,exchang
HSOAQ,AP890424-0284,ap,financi
HSOAQ,AP890424-0284,ap,gain
HSOAQ,AP890424-0284,ap,market
HSOAQ,AP890424-0284,ap,point
HSOAQ,AP890424-0284,ap,price
HSOAQ,AP890424-0284,ap,profit
HSOAQ,AP890424-0284,ap,stock
HSOAQ,AP890424-0284,ap,trade
HSOAQ,AP890424-0284,ap,valu
VXDPZ,AP880917-0104,ap,africa
VXDPZ,AP880917-0104,ap,armi
VXDPZ,AP880917-0104,ap,fight
VXDPZ,AP880917-0104,ap,militari
VXDPZ,AP880917-0104,ap,mozambiqu
VXDPZ,AP880917-0104,ap,rebel
VXDPZ,AP880917-0104,ap,soldier
VXDPZ,AP880917-0104,ap,zimbabw
VXDPZ,AP880721-0095,ap,australia
VXDPZ,AP880721-0095,ap,cancer
VXDPZ,AP880721-0095,ap,cigarett
VXDPZ,AP880721-0095,ap,compens
VXDPZ,AP880721-0095,ap,exposur
VXDPZ,AP880721-0095,ap,lung
VXDPZ,AP880721-0095,ap,smoke
VXDPZ,AP880721-0095,ap,workplac
VXDPZ,WTX099-B24-354,wt10g,edinburgh
VXDPZ,WTX099-B24-354,wt10g,glasgow
VXDPZ,WTX099-B24-354,wt10g,guest
VXDPZ,WTX099-B24-354,wt10g,hotel
VXDPZ,WTX099-B24-354,wt10g,hous
VXDPZ,WTX099-B24-354,wt10g,scotland
VXDPZ,WTX099-B24-354,wt10g,uk
VXDPZ,FBIS3-39240,robust,asylum
VXDPZ,FBIS3-39240,robust,germani
VXDPZ,FBIS3-39240,robust,immigr
VXDPZ,FBIS3-39240,robust,polici
VXDPZ,FBIS3-39240,robust,traffick
VXDPZ,FBIS3-40185,robust,china
VXDPZ,FBIS3-40185,robust,fine
VXDPZ,FBIS3-40185,robust,grade
VXDPZ,FBIS3-40185,robust,granul
VXDPZ,FBIS3-40185,robust,guangxi
VXDPZ,FBIS3-40185,robust,price
VXDPZ,FBIS3-40185,robust,sugar
VXDPZ,AP890424-0284,ap,compani
VXDPZ,AP890424-0284,ap,exchang
VXDPZ,AP890424-0284,ap,index
VXDPZ,AP890424-0284,ap,market
VXDPZ,AP890424-0284,ap,stock
VXDPZ,FT941-10100,robust,arafat
VXDPZ,FT941-10100,robust,hussein
VXDPZ,FT941-10100,robust,israel
VXDPZ,FT941-10100,robust,jordan
VXDPZ,FT941-10100,robust,palestin
VXDPZ,FT941-10100,robust,peac
VXDPZ,FT941-10100,robust,plo
VXDPZ,GX011-80-1074652,gov2,crash
VXDPZ,GX011-80-1074652,gov2,death
VXDPZ,GX011-80-1074652,gov2,driver
VXDPZ,GX011-80-1074652,gov2,drive
VXDPZ,GX011-80-1074652,gov2,fatal
VXDPZ,GX011-80-1074652,gov2,older
VXDPZ,GX011-80-1074652,gov2,person
VXDPZ,GX011-80-1074652,gov2,safeti
VXDPZ,GX011-80-1074652,gov2,traffic
VXDPZ,GX011-80-1074652,gov2,vehicl
VXDPZ,WTX101-B11-76,wt10g,car
VXDPZ,WTX101-B11-76,wt10g,crash
VXDPZ,WTX101-B11-76,wt10g,danger
VXDPZ,WTX101-B11-76,wt10g,depriv
VXDPZ,WTX101-B11-76,wt10g,drive
VXDPZ,WTX101-B11-76,wt10g,driver
VXDPZ,WTX101-B11-76,wt10g,fatigu
VXDPZ,WTX101-B11-76,wt10g,safeti
VXDPZ,WTX101-B11-76,wt10g,sleep
VXDPZ,WTX101-B11-76,wt10g,vehicl
VXDPZ,AP890308-0220,ap,appropri
VXDPZ,AP890308-0220,ap,bill
VXDPZ,AP890308-0220,ap,budget
VXDPZ,AP890308-0220,ap,bush
VXDPZ,AP890308-0220,ap,congress
VXDPZ,AP890308-0220,ap,deficit
VXDPZ,AP890308-0220,ap,feder
VXDPZ,AP890308-0220,ap,govern
VXDPZ,AP890308-0220,ap,presid
VXDPZ,AP890308-0220,ap,reagan
VXDPZ,WTX016-B14-3,wt10g,analysi
VXDPZ,WTX016-B14-3,wt10g,chromosom
VXDPZ,WTX016-B14-3,wt10g,diseas
VXDPZ,WTX016-B14-3,wt10g,dna
VXDPZ,WTX016-B14-3,wt10g,gene
VXDPZ,WTX016-B14-3,wt10g,sequenc
VXDPZ,WTX016-B14-3,wt10g,test
VXDPZ,GX010-11-11242343,gov2,act
VXDPZ,GX010-11-11242343,gov2,bill
VXDPZ,GX010-11-11242343,gov2,clone
VXDPZ,GX010-11-11242343,gov2,embryo
VXDPZ,GX010-11-11242343,gov2,research
VXDPZ,WTX026-B08-107,wt10g,comput
VXDPZ,WTX026-B08-107,wt10g,experi
