YHZWN,FT934-3952,robust,british
YHZWN,FT934-3952,robust,channel
YHZWN,FT934-3952,robust,eurostar
YHZWN,FT934-3952,robust,eurotunnel
YHZWN,FT934-3952,robust,evacuation
YHZWN,FT934-3952,robust,rail
YHZWN,FT934-3952,robust,safety
YHZWN,FT934-3952,robust,tests
YHZWN,FT934-3952,robust,train
YHZWN,FT934-3952,robust,tunnel
YHZWN,GX007-93-12310235,gov2,apollo
YHZWN,GX007-93-12310235,gov2,atlantis
YHZWN,AP880623-0294,ap,chrysler
YHZWN,AP880623-0294,ap,cleanup
YHZWN,AP880623-0294,ap,contamination
YHZWN,AP880623-0294,ap,environmental
YHZWN,AP880623-0294,ap,epa
YHZWN,AP880623-0294,ap,hazardous
YHZWN,AP880623-0294,ap,pennsylvania
YHZWN,AP880623-0294,ap,schuylkill
YHZWN,AP880623-0294,ap,site
SSPNB,FT934-3952,robust,authority
SSPNB,FT934-3952,robust,british
SSPNB,FT934-3952,robust,channel
SSPNB,FT934-3952,robust,eurotunnel
SSPNB,FT934-3952,robust,evacuation
SSPNB,FT934-3952,robust,passengers
SSPNB,FT934-3952,robust,safety
SSPNB,FT934-3952,robust,simulate
SSPNB,FT934-3952,robust,train
SSPNB,FT934-3952,robust,tunnel
SSPNB,GX007-93-12310235,gov2,-103
SSPNB,GX007-93-12310235,gov2,air
SSPNB,GX007-93-12310235,gov2,apollo
SSPNB,GX007-93-12310235,gov2,atlantis
SSPNB,GX007-93-12310235,gov2,center
SSPNB,GX007-93-12310235,gov2,columbia
SSPNB,GX007-93-12310235,gov2,conducting
SSPNB,GX007-93-12310235,gov2,crawler
SSPNB,GX007-93-12310235,gov2,crew
SSPNB,GX007-93-12310235,gov2,flight
SSPNB,AP880623-0294,ap,cleanup
ZJDLX,AP880917-0104,ap,famine
SSPNB,AP880623-0294,ap,contamination
ZJDLX,AP880721-0095,ap,british
ZJDLX,WTX099-B24-354,wt10g,guest
ZJDLX,WTX099-B24-354,wt10g,hotel
ZJDLX,WTX099-B24-354,wt10g,hounds
ZJDLX,WTX099-B24-354,wt10g,house
ZJDLX,WTX099-B24-354,wt10g,houses
ZJDLX,WTX099-B24-354,wt10g,html
ZJDLX,WTX099-B24-354,wt10g,local
ZJDLX,WTX099-B24-354,wt10g,london
ZJDLX,WTX099-B24-354,wt10g,mail
ZJDLX,WTX099-B24-354,wt10g,main
SSPNB,AP880623-0294,ap,costs
SSPNB,AP880623-0294,ap,environmental
SSPNB,AP880623-0294,ap,epa
SSPNB,AP880623-0294,ap,land
SSPNB,AP880623-0294,ap,pennsylvania
SSPNB,AP880623-0294,ap,superfund
SSPNB,AP880623-0294,ap,waste
ZJDLX,FBIS3-39240,robust,interior
ZJDLX,FBIS3-39240,robust,july
ZJDLX,FBIS3-39240,robust,kanther
ZJDLX,FBIS3-39240,robust,large
ZJDLX,FBIS3-39240,robust,law
ZJDLX,FBIS3-39240,robust,manfred
ZJDLX,FBIS3-39240,robust,marburg
ZJDLX,FBIS3-39240,robust,measured
ZJDLX,FBIS3-39240,robust,member
ZJDLX,FBIS3-39240,robust,number
TZUGR,FT934-3952,robust,channel
TZUGR,FT934-3952,robust,eurotunnel
TZUGR,FT934-3952,robust,evacuation
TZUGR,FT934-3952,robust,fire
TZUGR,FT934-3952,robust,safety
TZUGR,FT934-3952,robust,service
TZUGR,FT934-3952,robust,train
TZUGR,FT934-3952,robust,tunnel
TZUGR,GX007-93-12310235,gov2,hubble
TZUGR,GX007-93-12310235,gov2,shuttle
TZUGR,AP891205-0198,ap,broadcasting
TZUGR,AP891205-0198,ap,cellular
TZUGR,AP891205-0198,ap,company
TZUGR,AP891205-0198,ap,stock
TZUGR,AP880623-0294,ap,cleanup
TZUGR,AP880623-0294,ap,contamination
TZUGR,AP880623-0294,ap,environmental
TZUGR,AP880623-0294,ap,epa
TZUGR,AP880623-0294,ap,superfund
HSOAQ,AP880917-0104,ap,africa
HSOAQ,AP880917-0104,ap,famine
HSOAQ,AP880917-0104,ap,fighting
HSOAQ,AP880917-0104,ap,killed
HSOAQ,AP880917-0104,ap,mozambique
HSOAQ,AP880917-0104,ap,pope
HSOAQ,AP880917-0104,ap,rebel
HSOAQ,AP880917-0104,ap,soldiers
HSOAQ,AP880917-0104,ap,zimbabwe
HSOAQ,AP880721-0095,ap,australia
HSOAQ,AP880721-0095,ap,ban
HSOAQ,AP880721-0095,ap,bus
HSOAQ,AP880721-0095,ap,cancer
HSOAQ,AP880721-0095,ap,cigarette
HSOAQ,AP880721-0095,ap,exposure
HSOAQ,AP880721-0095,ap,health
HSOAQ,AP880721-0095,ap,lung
HSOAQ,AP880721-0095,ap,smoking
HSOAQ,AP880721-0095,ap,workplaces
HSOAQ,WTX099-B24-354,wt10g,guest
HSOAQ,WTX099-B24-354,wt10g,hotel
HSOAQ,WTX099-B24-354,wt10g,house
HSOAQ,WTX099-B24-354,wt10g,regional
HSOAQ,WTX099-B24-354,wt10g,uk
HSOAQ,FBIS3-39240,robust,asylum
HSOAQ,FBIS3-39240,robust,crime
HSOAQ,FBIS3-39240,robust,employment
HSOAQ,FBIS3-39240,robust,germany
HSOAQ,FBIS3-39240,robust,illegal
HSOAQ,FBIS3-39240,robust,immigration
HSOAQ,FBIS3-39240,robust,law
HSOAQ,FBIS3-39240,robust,regulate
HSOAQ,FBIS3-39240,robust,smuggled
HSOAQ,FBIS3-39240,robust,traffickers
HSOAQ,FBIS3-40185,robust,china
HSOAQ,FBIS3-40185,robust,company
HSOAQ,FBIS3-40185,robust,granulated
HSOAQ,FBIS3-40185,robust,manufactured
HSOAQ,FBIS3-40185,robust,output
HSOAQ,FBIS3-40185,robust,price
HSOAQ,FBIS3-40185,robust,production
HSOAQ,FBIS3-40185,robust,sugar
HSOAQ,FBIS3-40185,robust,sugarcane
HSOAQ,FBIS3-40185,robust,yuan
HSOAQ,AP890424-0284,ap,exchange
HSOAQ,AP890424-0284,ap,financial
HSOAQ,AP890424-0284,ap,gains
HSOAQ,AP890424-0284,ap,market
HSOAQ,AP890424-0284,ap,points
HSOAQ,AP890424-0284,ap,price
HSOAQ,AP890424-0284,ap,profits
HSOAQ,AP890424-0284,ap,stocks
HSOAQ,AP890424-0284,ap,trading
HSOAQ,AP890424-0284,ap,value
VXDPZ,AP880917-0104,ap,africa
VXDPZ,AP880917-0104,ap,army
VXDPZ,AP880917-0104,ap,fighting
VXDPZ,AP880917-0104,ap,military
VXDPZ,AP880917-0104,ap,mozambique
VXDPZ,AP880917-0104,ap,rebels
VXDPZ,AP880917-0104,ap,soldiers
VXDPZ,AP880917-0104,ap,zimbabwe
VXDPZ,AP880721-0095,ap,australia
VXDPZ,AP880721-0095,ap,cancer
VXDPZ,AP880721-0095,ap,cigarettes
VXDPZ,AP880721-0095,ap,compensation
VXDPZ,AP880721-0095,ap,exposure
VXDPZ,AP880721-0095,ap,lung
VXDPZ,AP880721-0095,ap,smoke
VXDPZ,AP880721-0095,ap,workplaces
VXDPZ,WTX099-B24-354,wt10g,edinburgh
VXDPZ,WTX099-B24-354,wt10g,glasgow
VXDPZ,WTX099-B24-354,wt10g,guest
VXDPZ,WTX099-B24-354,wt10g,hotel
VXDPZ,WTX099-B24-354,wt10g,house
VXDPZ,WTX099-B24-354,wt10g,scotland
VXDPZ,WTX099-B24-354,wt10g,uk
VXDPZ,FBIS3-39240,robust,asylum
VXDPZ,FBIS3-39240,robust,germany
VXDPZ,FBIS3-39240,robust,immigration
VXDPZ,FBIS3-39240,robust,policy
VXDPZ,FBIS3-39240,robust,traffickers
VXDPZ,FBIS3-40185,robust,china
VXDPZ,FBIS3-40185,robust,fine
VXDPZ,FBIS3-40185,robust,grade
VXDPZ,FBIS3-40185,robust,granulated
VXDPZ,FBIS3-40185,robust,guangxi
VXDPZ,FBIS3-40185,robust,price
VXDPZ,FBIS3-40185,robust,sugar
VXDPZ,AP890424-0284,ap,companies
VXDPZ,AP890424-0284,ap,exchange
VXDPZ,AP890424-0284,ap,index
VXDPZ,AP890424-0284,ap,market
VXDPZ,AP890424-0284,ap,stocks
VXDPZ,FT941-10100,robust,arafat
VXDPZ,FT941-10100,robust,hussein
VXDPZ,FT941-10100,robust,israel
VXDPZ,FT941-10100,robust,jordan
VXDPZ,FT941-10100,robust,palestine
VXDPZ,FT941-10100,robust,peace
VXDPZ,FT941-10100,robust,plo
VXDPZ,GX011-80-1074652,gov2,crashes
VXDPZ,GX011-80-1074652,gov2,deaths
VXDPZ,GX011-80-1074652,gov2,drivers
VXDPZ,GX011-80-1074652,gov2,driving
VXDPZ,GX011-80-1074652,gov2,fatalities
VXDPZ,GX011-80-1074652,gov2,older
VXDPZ,GX011-80-1074652,gov2,persons
VXDPZ,GX011-80-1074652,gov2,safety
VXDPZ,GX011-80-1074652,gov2,traffic
VXDPZ,GX011-80-1074652,gov2,vehicle
VXDPZ,WTX101-B11-76,wt10g,car
VXDPZ,WTX101-B11-76,wt10g,crash
VXDPZ,WTX101-B11-76,wt10g,danger
VXDPZ,WTX101-B11-76,wt10g,deprivation
VXDPZ,WTX101-B11-76,wt10g,drive
VXDPZ,WTX101-B11-76,wt10g,driver
VXDPZ,WTX101-B11-76,wt10g,fatigue
VXDPZ,WTX101-B11-76,wt10g,safety
VXDPZ,WTX101-B11-76,wt10g,sleep
VXDPZ,WTX101-B11-76,wt10g,vehicle
VXDPZ,AP890308-0220,ap,appropriations
VXDPZ,AP890308-0220,ap,bill
VXDPZ,AP890308-0220,ap,budget
VXDPZ,AP890308-0220,ap,bush
VXDPZ,AP890308-0220,ap,congress
VXDPZ,AP890308-0220,ap,deficit
VXDPZ,AP890308-0220,ap,federal
VXDPZ,AP890308-0220,ap,government
VXDPZ,AP890308-0220,ap,president
VXDPZ,AP890308-0220,ap,reagan
VXDPZ,WTX016-B14-3,wt10g,analysis
VXDPZ,WTX016-B14-3,wt10g,chromosome
VXDPZ,WTX016-B14-3,wt10g,disease
VXDPZ,WTX016-B14-3,wt10g,dna
VXDPZ,WTX016-B14-3,wt10g,genes
VXDPZ,WTX016-B14-3,wt10g,sequence
VXDPZ,WTX016-B14-3,wt10g,testing
VXDPZ,GX010-11-11242343,gov2,act
VXDPZ,GX010-11-11242343,gov2,bill
VXDPZ,GX010-11-11242343,gov2,cloning
VXDPZ,GX010-11-11242343,gov2,embryos
VXDPZ,GX010-11-11242343,gov2,research
VXDPZ,WTX026-B08-107,wt10g,computer
VXDPZ,WTX026-B08-107,wt10g,experience
