AP880220-0009,extent,1
AP880220-0009,been,1
AP880220-0009,year,1
AP880220-0009,surgeon,1
AP880220-0009,about,2
AP880220-0009,intercours,1
AP880220-0009,led,1
AP880220-0009,danger,3
AP880220-0009,introduc,1
AP880220-0009,extrem,1
AP880220-0009,fix,1
AP880220-0009,would,1
AP880220-0009,recent,1
AP880220-0009,they,1
AP880220-0009,energi,1
AP880220-0009,cdc,2
AP880220-0009,15,2
AP880220-0009,bank,1
AP880220-0009,17,1
AP880220-0009,wrong,1
AP880220-0009,expect,1
AP880220-0009,requir,2
AP880220-0009,male,2
AP880220-0009,an,1
AP880220-0009,each,1
AP880220-0009,endors,1
AP880220-0009,popul,1
AP880220-0009,person,1
AP880220-0009,everett,1
AP880220-0009,as,2
AP880220-0009,at,2
AP880220-0009,4,1
AP880220-0009,exposur,1
AP880220-0009,5,1
AP880220-0009,7,1
AP880220-0009,be,3
AP880220-0009,fact,1
AP880220-0009,anoth,1
AP880220-0009,believ,1
AP880220-0009,turn,2
AP880220-0009,alleg,1
AP880220-0009,two,1
AP880220-0009,virus,2
AP880220-0009,current,1
AP880220-0009,refus,1
AP880220-0009,excus,1
AP880220-0009,are,5
AP880220-0009,by,3
AP880220-0009,report,2
AP880220-0009,where,1
AP880220-0009,814,1
AP880220-0009,relationship,1
AP880220-0009,behavior,1
AP880220-0009,prevent,1
AP880220-0009,30,1
AP880220-0009,legisl,1
AP880220-0009,a,5
AP880220-0009,c,1
AP880220-0009,d,1
AP880220-0009,one,1
AP880220-0009,sex,1
AP880220-0009,job,1
AP880220-0009,sponsor,1
AP880220-0009,peopl,1
AP880220-0009,blood,1
AP880220-0009,the,24
AP880220-0009,american,1
AP880220-0009,r,1
AP880220-0009,koop,8
AP880220-0009,to,10
AP880220-0009,but,4
AP880220-0009,through,1
AP880220-0009,countri,1
AP880220-0009,medic,2
AP880220-0009,treat,1
AP880220-0009,had,1
AP880220-0009,laserphoto,1
AP880220-0009,dannemey,1
AP880220-0009,whenev,1
AP880220-0009,contact,1
AP880220-0009,aid,10
AP880220-0009,militari,1
AP880220-0009,discrimin,2
AP880220-0009,has,1
AP880220-0009,rep,2
AP880220-0009,five,1
AP880220-0009,result,1
AP880220-0009,53,1
AP880220-0009,acquir,1
AP880220-0009,those,3
AP880220-0009,other,1
AP880220-0009,which,1
AP880220-0009,worri,1
AP880220-0009,test,1
AP880220-0009,vagin,1
AP880220-0009,name,1
AP880220-0009,relat,1
AP880220-0009,65,1
AP880220-0009,do,1
AP880220-0009,away,2
AP880220-0009,unit,1
AP880220-0009,idea,1
AP880220-0009,near,2
AP880220-0009,for,4
AP880220-0009,calif,2
AP880220-0009,commerc,1
AP880220-0009,hous,1
AP880220-0009,fatal,1
AP880220-0009,state,1
AP880220-0009,not,3
AP880220-0009,chill,1
AP880220-0009,want,1
AP880220-0009,just,1
AP880220-0009,report,1
AP880220-0009,respond,1
AP880220-0009,normal,1
AP880220-0009,case,3
AP880220-0009,diseas,3
AP880220-0009,bisexu,2
AP880220-0009,better,1
AP880220-0009,with,5
AP880220-0009,henri,1
AP880220-0009,what,1
AP880220-0009,defici,1
AP880220-0009,servic,1
AP880220-0009,there,4
AP880220-0009,well,1
AP880220-0009,risk,6
AP880220-0009,personnel,2
AP880220-0009,magazin,1
AP880220-0009,rise,1
AP880220-0009,articl,1
AP880220-0009,he,5
AP880220-0009,contract,2
AP880220-0009,told,2
AP880220-0009,test,2
AP880220-0009,ago,1
AP880220-0009,approach,1
AP880220-0009,year,1
AP880220-0009,identifi,1
AP880220-0009,william,1
AP880220-0009,promiscu,1
AP880220-0009,casual,1
AP880220-0009,offici,1
AP880220-0009,center,1
AP880220-0009,guidelin,1
AP880220-0009,voluntari,1
AP880220-0009,if,2
AP880220-0009,dannemey,1
AP880220-0009,give,1
AP880220-0009,in,11
AP880220-0009,director,1
AP880220-0009,test,3
AP880220-0009,is,13
AP880220-0009,agre,1
AP880220-0009,it,1
AP880220-0009,be,1
AP880220-0009,heterosexu,2
AP880220-0009,system,1
AP880220-0009,waxman,1
AP880220-0009,million,2
AP880220-0009,even,1
AP880220-0009,among,1
AP880220-0009,anyon,2
AP880220-0009,impress,1
AP880220-0009,cosmopolitan,1
AP880220-0009,women,1
AP880220-0009,infect,1
AP880220-0009,proport,1
AP880220-0009,emphas,1
AP880220-0009,jame,1
AP880220-0009,confidenti,2
AP880220-0009,profess,1
AP880220-0009,protect,1
AP880220-0009,unknown,1
AP880220-0009,anti,1
AP880220-0009,mason,3
AP880220-0009,there,2
AP880220-0009,syndrom,1
AP880220-0009,get,1
AP880220-0009,feder,1
AP880220-0009,have,2
AP880220-0009,homosexu,2
AP880220-0009,character,1
AP880220-0009,infect,2
AP880220-0009,could,1
AP880220-0009,more,2
AP880220-0009,health,5
AP880220-0009,chairman,1
AP880220-0009,posit,1
AP880220-0009,general,1
AP880220-0009,anonym,1
AP880220-0009,wx9,1
AP880220-0009,anonym,1
AP880220-0009,account,1
AP880220-0009,communiti,1
AP880220-0009,small,1
AP880220-0009,feb,1
AP880220-0009,use,1
AP880220-0009,applic,1
AP880220-0009,sever,1
AP880220-0009,fewer,1
AP880220-0009,while,2
AP880220-0009,minor,1
AP880220-0009,dozen,1
AP880220-0009,drug,2
AP880220-0009,that,13
AP880220-0009,high,1
AP880220-0009,contagi,1
AP880220-0009,prevent,1
AP880220-0009,plain,1
AP880220-0009,than,2
AP880220-0009,onli,2
AP880220-0009,should,1
AP880220-0009,from,4
AP880220-0009,abus,2
AP880220-0009,alway,2
AP880220-0009,includ,1
AP880220-0009,crisi,1
AP880220-0009,level,1
AP880220-0009,behavior,1
AP880220-0009,patient,4
AP880220-0009,includ,1
AP880220-0009,publish,2
AP880220-0009,real,1
AP880220-0009,done,1
AP880220-0009,most,1
AP880220-0009,heterosexu,4
AP880220-0009,licens,1
AP880220-0009,subcommitte,3
AP880220-0009,outsid,1
AP880220-0009,were,3
AP880220-0009,person,1
AP880220-0009,effect,1
AP880220-0009,safe,1
AP880220-0009,true,1
AP880220-0009,unworthi,1
AP880220-0009,who,2
AP880220-0009,no,1
AP880220-0009,becam,1
AP880220-0009,reject,1
AP880220-0009,profession,1
AP880220-0009,their,2
AP880220-0009,percent,4
AP880220-0009,general,2
AP880220-0009,intraven,2
AP880220-0009,public,1
AP880220-0009,and,12
AP880220-0009,marriag,2
AP880220-0009,patient,1
AP880220-0009,men,1
AP880220-0009,of,11
AP880220-0009,friday,1
AP880220-0009,1990s,1
AP880220-0009,said,8
AP880220-0009,hospit,1
AP880220-0009,say,1
AP880220-0009,on,2
AP880220-0009,immun,1
AP880220-0009,or,4
AP880220-0009,social,1
AP880220-0009,group,1
AP880220-0009,control,1
AP880220-0009,also,2
AP880220-0009,despit,1
AP880220-0009,follow,1
AP880220-0009,ani,1
AP880220-0009,wit,1
AP880220-0009,engag,1
AP880220-0009,clinic,1
AP880220-0009,come,1
AP880220-0125,plane,1
AP880220-0125,sometim,1
AP880220-0125,been,2
AP880220-0125,project,1
AP880220-0125,year,2
AP880220-0125,about,2
AP880220-0125,firm,2
AP880220-0125,path,1
AP880220-0125,approv,2
AP880220-0125,compani,2
AP880220-0125,extrem,1
AP880220-0125,would,1
AP880220-0125,protein,2
AP880220-0125,orbit,1
AP880220-0125,pentagon,1
AP880220-0125,they,2
AP880220-0125,releas,1
AP880220-0125,knowledg,1
AP880220-0125,10,1
AP880220-0125,grow,1
AP880220-0125,environment,1
AP880220-0125,agreement,1
AP880220-0125,15,1
AP880220-0125,past,1
AP880220-0125,night,1
AP880220-0125,modul,1
AP880220-0125,receiv,1
AP880220-0125,monitor,1
AP880220-0125,an,2
AP880220-0125,000,2
AP880220-0125,1,1
AP880220-0125,as,1
AP880220-0125,at,1
AP880220-0125,left,2
AP880220-0125,attorney,2
AP880220-0125,turn,1
AP880220-0125,tri,1
AP880220-0125,altern,1
AP880220-0125,aboard,3
AP880220-0125,institut,1
AP880220-0125,condit,1
AP880220-0125,newspap,1
AP880220-0125,flight,3
AP880220-0125,deal,1
AP880220-0125,saturday,3
AP880220-0125,be,4
AP880220-0125,activ,2
AP880220-0125,experi,2
AP880220-0125,mid,1
AP880220-0125,immedi,1
AP880220-0125,two,1
AP880220-0125,mcconnel,5
AP880220-0125,into,2
AP880220-0125,promot,1
AP880220-0125,see,1
AP880220-0125,system,3
AP880220-0125,defens,1
AP880220-0125,are,1
AP880220-0125,offer,1
AP880220-0125,by,4
AP880220-0125,mir,1
AP880220-0125,nation,1
AP880220-0125,depart,1
AP880220-0125,after,1
AP880220-0125,give,1
AP880220-0125,situat,1
AP880220-0125,polici,1
AP880220-0125,a,17
AP880220-0125,crystal,2
AP880220-0125,refus,1
AP880220-0125,consult,1
AP880220-0125,found,1
AP880220-0125,i,1
AP880220-0125,thursday,1
AP880220-0125,launch,1
AP880220-0125,k,1
AP880220-0125,union,1
AP880220-0125,soviet,6
AP880220-0125,wellsley,1
AP880220-0125,the,52
AP880220-0125,fli,1
AP880220-0125,s,2
AP880220-0125,call,1
AP880220-0125,mission,1
AP880220-0125,handl,1
AP880220-0125,to,20
AP880220-0125,leas,1
AP880220-0125,return,1
AP880220-0125,-1990,1
AP880220-0125,stori,1
